Answer,Article File,Article Title,Difficulty From Answerer,Difficulty From Questioner,Question
British East India Company,S08_set2_a2,Singapore,hard,hard,Who did Sir Thomas Stamford Raffles work for?
,S08_set2_a2,Singapore,,hard,Who did Sir Thomas Stamford Raffles work for?
1959,S08_set2_a2,Singapore,medium,hard,When was Lee Kuan Yew prime minister of Singapore?
,S08_set2_a2,Singapore,,hard,When was Lee Kuan Yew prime minister of Singapore?
There are laws which allow capital punishment in Singapore for first-degree murder and drug trafficking.,S08_set2_a2,Singapore,hard,hard,What is the punishment for first-degree murder?
,S08_set2_a2,Singapore,,hard,What is the punishment for first-degree murder?
British East India Company,S08_set2_a2,Singapore,easy,,What established a trading post on the island in 1819?
British,S08_set2_a2,Singapore,easy,,What used Singapore as a strategic trading post along the spice route?
Singapore,S08_set2_a2,Singapore,medium,,What became one of the most important commercial and military centres of the British Empire?
British India office,S08_set2_a2,Singapore,hard,,"Who boasted a sizeable community of 100,000 by 1869?"
"By 2001, there were 19 raw water reservoirs, 9 treatment works and 14 storage or service reservoirs locally to serve domestic needs.",S08_set2_a2,Singapore,hard,,How do reservoirs and water relate?
Yes,S08_set2_a2,Singapore,easy,,Is it true that singapore has several long - standing disputes with malaysia?
Yes,S08_set2_a2,Singapore,easy,,Has Singapore Changi Airport a network of 81 airlines connecting Singapore to 185 cities in 58 countries ?
Yes,S08_set2_a2,Singapore,easy,,Has Singapore a network of reservoirs and water catchment areas ?
Yes,S08_set2_a2,Singapore,easy,,"Has Urbanization eliminated many areas of former primary rainforest , with the only remaining area of primary rainforest being Bukit Timah Nature Reserve ?"
No,S08_set2_a2,Singapore,medium,,"Does the economy not depend heavily on exports refining imported goods , especially in manufacturing ?"
Yes,S08_set2_a2,Singapore,easy,,"Is singapore -LRB- ; (: ; , -RRB- , officially the republic of singapore -LRB- ; (: ; , -RRB- , an island nation located at the southern tip of the malay peninsula?"
No,S08_set2_a2,Singapore,easy,,Is singapore the 17th wealthiest country in the world in terms of gdp per capita?
Yes,S08_set3_a7,Theodore_Roosevelt,easy,easy,Was Thedore Roosevelt  a member of the Republican Party?
Yes,S08_set3_a7,Theodore_Roosevelt,easy,easy,Was Thedore Roosevelt  a member of the Republican Party?
Yes,S08_set3_a7,Theodore_Roosevelt,easy,easy,Does Theodore Roosevelt have a brother?
Yes,S08_set3_a7,Theodore_Roosevelt,medium,easy,Does Theodore Roosevelt have a brother?
Yes,S08_set3_a7,Theodore_Roosevelt,easy,easy,Did Theodore Roosevelt go to Harvard?
Yes,S08_set3_a7,Theodore_Roosevelt,medium,easy,Did Theodore Roosevelt go to Harvard?
28 East 20th Street in the modern-day Gramercy section of New York City,S08_set3_a7,Theodore_Roosevelt,medium,medium,Where was Theodore Roosevelt born?
"a four-story brownstone at 28 East 20th Street, in the modern-day Gramercy section of New York City",S08_set3_a7,Theodore_Roosevelt,easy,medium,Where was Theodore Roosevelt born?
Roosevelt took up exercise,S08_set3_a7,Theodore_Roosevelt,hard,medium,What did Roosevelt do to improve his physical condition?
He started boxing,S08_set3_a7,Theodore_Roosevelt,hard,medium,What did Roosevelt do to improve his physical condition?
To deal with bullies,S08_set3_a7,Theodore_Roosevelt,medium,medium,Why did Roosevelt start Boxing lessons?
To deal with bullies,S08_set3_a7,Theodore_Roosevelt,medium,medium,Why did Roosevelt start Boxing lessons?
Bamie as a child and Bye as an adult,S08_set3_a7,Theodore_Roosevelt,medium,hard,What was the nickname of Theodore Roosevelt's sister Anna?
Bamie,S08_set3_a7,Theodore_Roosevelt,medium,hard,What was the nickname of Theodore Roosevelt's sister Anna?
Noting that his children had been educated with other races and there was nothing wrong with it,S08_set3_a7,Theodore_Roosevelt,too hard,hard,What was Roosevelt's justification for supporting desegregation of schools in New York?
that his children had been educated with other races and there was nothing wrong with it,S08_set3_a7,Theodore_Roosevelt,hard,hard,What was Roosevelt's justification for supporting desegregation of schools in New York?
"""mixing of the races on social occassions""",S08_set3_a7,Theodore_Roosevelt,hard,hard,How did newspapers respond to Roosevelt inviting Brooker T. Washington to dinner at the White House?
They outraged.,S08_set3_a7,Theodore_Roosevelt,hard,hard,How did newspapers respond to Roosevelt inviting Brooker T. Washington to dinner at the White House?
No,S08_set3_a7,Theodore_Roosevelt,easy,easy,Did Theodore Roosevelt study Judo?
No clue,S08_set3_a7,Theodore_Roosevelt,easy,easy,Did Theodore Roosevelt study Judo?
yes,S08_set3_a7,Theodore_Roosevelt,hard,easy,Did Roosevelt receive a Medal of Honor?
nein,S08_set3_a7,Theodore_Roosevelt,hard,easy,Did Roosevelt receive a Medal of Honor?
yes,S08_set3_a7,Theodore_Roosevelt,easy,easy,Did Roosevelt study biology?
He was strong in biology.,S08_set3_a7,Theodore_Roosevelt,medium,easy,Did Roosevelt study biology?
Gramercy section of New York City,S08_set3_a7,Theodore_Roosevelt,hard,medium,Where was Theodore Roosevelt from?
New York City,S08_set3_a7,Theodore_Roosevelt,medium,medium,Where was Theodore Roosevelt from?
Lincoln was Roosevelt's presidential hero.,S08_set3_a7,Theodore_Roosevelt,medium,medium,Who was Roosevelt's presidential hero?
Lincoln was Roosevelt's presidential hero,S08_set3_a7,Theodore_Roosevelt,easy,medium,Who was Roosevelt's presidential hero?
"On January 6, 1919, Roosevelt died in his sleep.",S08_set3_a7,Theodore_Roosevelt,medium,medium,When did Roosevelt die?
"On January 6, 1919, Roosevelt died in his sleep.",S08_set3_a7,Theodore_Roosevelt,medium,medium,When did Roosevelt die?
Financed by Andrew Carnegie and his own proposed writings,S08_set3_a7,Theodore_Roosevelt,hard,hard,Who helped to fund Roosevelt's African safari?
Andrew Carnegie,S08_set3_a7,Theodore_Roosevelt,medium,hard,Who helped to fund Roosevelt's African safari?
yes,S08_set3_a7,Theodore_Roosevelt,too hard,hard,Did Roosevelt support racial integration in schools?
He supported a bill allowing school desegregation in New York State.,S08_set3_a7,Theodore_Roosevelt,hard,hard,Did Roosevelt support racial integration in schools?
yes,S08_set3_a7,Theodore_Roosevelt,hard,hard,Was Roosevelt's family rich?
,S08_set3_a7,Theodore_Roosevelt,,hard,Was Roosevelt's family rich?
Yes,S08_set1_a9,turtle,easy,easy,Are turtles ectothermic?
yes,S08_set1_a9,turtle,easy,easy,Are turtles ectothermic?
No,S08_set1_a9,turtle,medium,easy,Does the mother care for the young?
no,S08_set1_a9,turtle,medium,easy,Does the mother care for the young?
Yes,S08_set1_a9,turtle,medium,easy,Are turtles pets?
yes,S08_set1_a9,turtle,easy,easy,Are turtles pets?
Spherical,S08_set1_a9,turtle,medium,medium,What shape are the eggs of the larest species of turtle?
spherical,S08_set1_a9,turtle,medium,medium,What shape are the eggs of the larest species of turtle?
Every few years or more,S08_set1_a9,turtle,medium,medium,How often do turtles breed?
air,S08_set1_a9,turtle,easy,medium,What do all turtles and tortoises breathe?
air,S08_set1_a9,turtle,medium,medium,What do all turtles and tortoises breathe?
They lay eggs,S08_set1_a9,turtle,too hard,hard,How do turtles reproduce?
they lay eggs,S08_set1_a9,turtle,hard,hard,How do turtles reproduce?
They do not gradually break down or become less efficient over time,S08_set1_a9,turtle,hard,hard,What has been discovered about turtles organs?
they do not break down,S08_set1_a9,turtle,hard,hard,What has been discovered about turtles organs?
Pleurodira,S08_set1_a9,turtle,hard,hard,What suborder of turtle draws its head into its shell?
Pleurodira,S08_set1_a9,turtle,hard,hard,What suborder of turtle draws its head into its shell?
Yes,S08_set1_a9,turtle,easy,easy,Do sea turtles lay eggs on dry sandy beaches?
yes,S08_set1_a9,turtle,easy,easy,Do sea turtles lay eggs on dry sandy beaches?
Yes,S08_set1_a9,turtle,easy,easy,Are Pleurodira known as side-necked turtles?
yes,S08_set1_a9,turtle,easy,easy,Are Pleurodira known as side-necked turtles?
*shrug*,S08_set1_a9,turtle,easy,easy,Are turtles a part of the Flying Spaghetti Monster?
Three.,S08_set1_a9,turtle,medium,medium,How many suborders are turtles divided into?
three,S08_set1_a9,turtle,medium,medium,How many suborders are turtles divided into?
Russian Tortoises,S08_set1_a9,turtle,hard,medium,Name a turtle popularly kept as a pet.
Russian Tortoises,S08_set1_a9,turtle,hard,medium,Name a turtle popularly kept as a pet.
"Triassic, Ernst Haeckel, Kunstformen der Natur, Animal",S08_set1_a9,turtle,medium,medium,Name four related articles for the article on turtles.
"Triassic, Ernst Haeckel, Kunstformen der Natur, Animal",S08_set1_a9,turtle,hard,medium,Name four related articles for the article on turtles.
A female turtle.,S08_set1_a9,turtle,hard,hard,"If a turtle egg was kept warm, what would likely hatch?"
A female turtle,S08_set1_a9,turtle,too hard,hard,"If a turtle egg was kept warm, what would likely hatch?"
Papillae,S08_set1_a9,turtle,hard,hard,What do turles use to breathe in the water?
Because of the way they withdraw their heads into their shells.,S08_set1_a9,turtle,medium,hard,Why are side-necked turtles called side-necked turtles?
The way they withdraw their heads into their shells.,S08_set1_a9,turtle,hard,hard,Why are side-necked turtles called side-necked turtles?
No,S08_set1_a9,turtle,easy,easy,Do turtles lay eggs underwater?
no,S08_set1_a9,turtle,easy,easy,Do turtles lay eggs underwater?
Yes,S08_set1_a9,turtle,easy,easy,Are turtle eggs leathery and soft?
yes,S08_set1_a9,turtle,easy,easy,Are turtle eggs leathery and soft?
Yes,S08_set1_a9,turtle,easy,easy,Are turtles being examined for longevity genes?
yes,S08_set1_a9,turtle,easy,easy,Are turtles being examined for longevity genes?
Paracryptodira,S08_set1_a9,turtle,medium,medium,What suborder of turtles is extinct?
Paracryptodira,S08_set1_a9,turtle,medium,medium,What suborder of turtles is extinct?
Yolk,S08_set1_a9,turtle,medium,medium,What do turtle eggs preared to eat consist mainly of?
Holes Dug into the Mud or Sand,S08_set1_a9,turtle,medium,medium,Where do sea turtles lay their eggs?
holes dug into mud or sand,S08_set1_a9,turtle,hard,medium,Where do sea turtles lay their eggs?
Pleurodira,S08_set1_a9,turtle,medium,hard,What is the smallest suborder of turtles?
Pleurodira,S08_set1_a9,turtle,hard,hard,What is the smallest suborder of turtles?
Mud or Sand,S08_set1_a9,turtle,hard,hard,What are turtle eggs covered in when they incubate?
mud or sand,S08_set1_a9,turtle,hard,hard,What are turtle eggs covered in when they incubate?
Amniotes,S08_set1_a9,turtle,hard,hard,What type of creatures breathe air and don't lay eggs underwater?
amnoites,S08_set1_a9,turtle,medium,hard,What type of creatures breathe air and don't lay eggs underwater?
eggs,S08_set1_a9,turtle,easy,,What are deposited in holes dug into mud or sand?
all of them,S08_set1_a9,turtle,medium,,What sort of turtles are ectothermic?
yes,S08_set1_a9,turtle,easy,,Are turtles ectothermic?
yes,S08_set1_a9,turtle,easy,,Are the largest turtles aquatic?
yes,S08_set1_a9,turtle,easy,,Is aquatic respiration in Australian freshwater turtles being studied?
a rich blood supply,S08_set1_a9,turtle,medium,,"These projections , called papillae , have what?"
spherical,S08_set1_a9,turtle,medium,,The eggs of the largest species are what?
yes,S08_set1_a9,turtle,easy,,Has this inspired genetic researchers to begin examining the turtle genome for longevity genes ?
yes,S08_set1_a9,turtle,easy,,Can turtles take many years to reach breeding age ?
yes,S08_set1_a9,turtle,medium,,Are Immature sea turtles not cared for by the adults ?
yes,S08_set1_a9,turtle,easy,,"Are the Pleurodira sometimes known as the side-necked turtles , a reference to the way they withdraw their heads into their shells ?"
yes,S08_set1_a9,turtle,easy,,"Does the Order Testudines not include both extant -LRB- living -RRB- and extinct species , the earliest known turtles being from around 215 million years ago ?"
Yes,S08_set3_a5,Ulysses_S._Grant,easy,easy,Was Ulysses Grant a general in the American Civil War?
yes,S08_set3_a5,Ulysses_S._Grant,easy,easy,Was Ulysses Grant a general in the American Civil War?
Yes,S08_set3_a5,Ulysses_S._Grant,easy,easy,Was Grant's father-in-law a Democrat?
yup,S08_set3_a5,Ulysses_S._Grant,easy,easy,Was Grant's father-in-law a Democrat?
Yes,S08_set3_a5,Ulysses_S._Grant,easy,easy,Did Ulysses win the Battle of Champion Hill?
you betcha,S08_set3_a5,Ulysses_S._Grant,hard,easy,Did Ulysses win the Battle of Champion Hill?
Fred Dent,S08_set3_a5,Ulysses_S._Grant,medium,medium,Who was Grant's brother in law?
Fred Dent,S08_set3_a5,Ulysses_S._Grant,medium,medium,Who was Grant's brother in law?
"Point Pleasant, Ohio",S08_set3_a5,Ulysses_S._Grant,medium,medium,Where was Grant born?
"A log cabin in Point Pleasant, Clermont County, Ohio",S08_set3_a5,Ulysses_S._Grant,easy,medium,Where was Grant born?
Republican,S08_set3_a5,Ulysses_S._Grant,hard,medium,What was Grant's political affiliation?
Republican,S08_set3_a5,Ulysses_S._Grant,hard,medium,What was Grant's political affiliation?
It went well.,S08_set3_a5,Ulysses_S._Grant,hard,hard,"Why did Grant say ""Damn, I had nothing to do with this batte.""?"
Because the generals under him acted on their own.,S08_set3_a5,Ulysses_S._Grant,too hard,hard,"Why did Grant say ""Damn, I had nothing to do with this batte.""?"
Yes,S08_set3_a5,Ulysses_S._Grant,hard,hard,Did Horace Greenley lose in the presidential elections of 1872?
si,S08_set3_a5,Ulysses_S._Grant,medium,hard,Did Horace Greenley lose in the presidential elections of 1872?
He thought it was designed to gain land open to slavery.,S08_set3_a5,Ulysses_S._Grant,medium,hard,Why did Grant think that war was unjust?
He accepted the theory that it was designed to gain land open to slavery.,S08_set3_a5,Ulysses_S._Grant,medium,hard,Why did Grant think that war was unjust?
Grant,S08_set3_a5,Ulysses_S._Grant,too easy,,Who achieved international fame as the leading Union general in the American Civil War?
1868,S08_set3_a5,Ulysses_S._Grant,medium,,Grant was elected president as a Republican in what year?
Grant,S08_set3_a5,Ulysses_S._Grant,too easy,,Who took a hard line that reduced violence by groups like the Ku Klux Klan?
1856,S08_set3_a5,Ulysses_S._Grant,easy,,When did he vote for democrat james buchanan?
Grant,S08_set3_a5,Ulysses_S._Grant,too easy,,"Who did President Lincoln promote of major general in the regular army, effective July 4?"
yes,S08_set3_a5,Ulysses_S._Grant,easy,,Was Grant elected president as a Republican?
His father,S08_set3_a5,Ulysses_S._Grant,medium,,What was from Pennsylvania?
yes,S08_set3_a5,Ulysses_S._Grant,easy,,Was it a two-sentence description that completely caught the essence of Ulysses S. Grant ?
yes,S08_set3_a5,Ulysses_S._Grant,easy,,Was Grant 's favorite brand of bourbon whiskey Old Crow ?
yes,S08_set3_a5,Ulysses_S._Grant,easy,,Had he smoked only sporadically ?
they did,S08_set3_a5,Ulysses_S._Grant,easy,,"Did Grant & Perkins not sell harnesses , saddles , and other leather goods and purchase hides from farmers in the prosperous Galena area ?"
yes,S08_set3_a5,Ulysses_S._Grant,easy,,Is the famous dragon gate at the entrance to the district at the corner of Grant and Bush Street ?
he accepted the surrender of Robert E. Lee,S08_set3_a5,Ulysses_S._Grant,medium,,What happened in 1865?
his reputation as president has improved,S08_set3_a5,Ulysses_S._Grant,medium,,What happened in recent years?
No.,S08_set2_a9,Uruguay,easy,easy,Is Uruguay located in the northwesten part of Africa?
no,S08_set2_a9,Uruguay,medium,easy,Is Uruguay located in the northwesten part of Africa?
Yes.,S08_set2_a9,Uruguay,easy,easy,Is Uruguay's capital Montevideo?
yes,S08_set2_a9,Uruguay,easy,easy,Is Uruguay's capital Montevideo?
No.,S08_set2_a9,Uruguay,easy,easy,Does Uruguay have cold summers?
no,S08_set2_a9,Uruguay,medium,easy,Does Uruguay have cold summers?
The Spanish.,S08_set2_a9,Uruguay,medium,medium,Who founded Montevideo?
the Spanish,S08_set2_a9,Uruguay,hard,medium,Who founded Montevideo?
"San Carlos, Maldonado.",S08_set2_a9,Uruguay,medium,medium,Where is Uruguay's oldest church?
"San Carlos, Maldonado",S08_set2_a9,Uruguay,medium,medium,Where is Uruguay's oldest church?
European immigrants.,S08_set2_a9,Uruguay,medium,medium,Who heavily influenced the architecture and culture of Montevideo?
European immigrants,S08_set2_a9,Uruguay,hard,medium,Who heavily influenced the architecture and culture of Montevideo?
Cantegriles.,S08_set2_a9,Uruguay,hard,hard,What are poor neighborhoods called informally?
Cantegriles,S08_set2_a9,Uruguay,hard,hard,What are poor neighborhoods called informally?
No.,S08_set2_a9,Uruguay,easy,hard,Is uruguay's landscape mountainous?
not really?,S08_set2_a9,Uruguay,too hard,hard,Is uruguay's landscape mountainous?
None.,S08_set2_a9,Uruguay,hard,hard,What religion do most Uruguayans profess?
Roman Catholic,S08_set2_a9,Uruguay,hard,hard,What religion do most Uruguayans profess?
Yes. It's located in the southeastern part,S08_set2_a9,Uruguay,easy,easy,Is Uruguay located in South America?
Yes,S08_set2_a9,Uruguay,easy,easy,Is Uruguay located in South America?
Yes. People are allowed to challenge laws.,S08_set2_a9,Uruguay,medium,easy,Can citizens propose changes to the Constitution?
Yes,S08_set2_a9,Uruguay,medium,easy,Can citizens propose changes to the Constitution?
"Yes, in 1930.",S08_set2_a9,Uruguay,easy,easy,Did Uruguay host the first ever World Cup?
Yes,S08_set2_a9,Uruguay,easy,easy,Did Uruguay host the first ever World Cup?
"By the Spanish, in the early 18th century",S08_set2_a9,Uruguay,medium,medium,Who founded Montevideo?
Montevideo was founded by the Spanish in the early 18th century as a military stronghold.,S08_set2_a9,Uruguay,medium,medium,Who founded Montevideo?
176.215 km��,S08_set2_a9,Uruguay,medium,medium,How many square kilometres of continental land is Uruguay?
"176,214 square kilometres",S08_set2_a9,Uruguay,medium,medium,How many square kilometres of continental land is Uruguay?
88%,S08_set2_a9,Uruguay,easy,medium,How much of the population is of white European descent?
Approximately 88% of its population are of prevalently white European descent.,S08_set2_a9,Uruguay,medium,medium,How much of the population is of white European descent?
For a military stronghold.,S08_set2_a9,Uruguay,medium,hard,Why was the capital of Uruguay founded?
"Uruguay's capital, Montevideo, was founded by the Spanish in the early 18th century as a military stronghold.",S08_set2_a9,Uruguay,medium,hard,Why was the capital of Uruguay founded?
Twice.,S08_set2_a9,Uruguay,hard,hard,How many times has Uruguay won the World Cup?
On two or more occasions.,S08_set2_a9,Uruguay,hard,hard,How many times has Uruguay won the World Cup?
African women earns 0.65 * 0.718  = 46.67% of a European man earns in average,S08_set2_a9,Uruguay,hard,hard,How much is the average income of an African woman compared to a European man?
Yes,S08_set2_a9,Uruguay,easy,easy,Does Uruguay recognize same-sex civil unions?
Yes,S08_set2_a9,Uruguay,easy,easy,Does Uruguay recognize same-sex civil unions?
No,S08_set2_a9,Uruguay,easy,easy,Does Uruguay border French Guiana?
No,S08_set2_a9,Uruguay,easy,easy,Does Uruguay border French Guiana?
No,S08_set2_a9,Uruguay,easy,easy,Is Uruguay's warmest month June?
No,S08_set2_a9,Uruguay,easy,easy,Is Uruguay's warmest month June?
Referendum,S08_set2_a9,Uruguay,medium,medium,What does a citizen use to propose changes to the Constitution?
Plebiscite,S08_set2_a9,Uruguay,medium,medium,What does a citizen use to propose changes to the Constitution?
"San Carlos, Maldonado",S08_set2_a9,Uruguay,medium,medium,Where is Uruguay's oldest church?
"San Carlos, Maldonado",S08_set2_a9,Uruguay,medium,medium,Where is Uruguay's oldest church?
"Roman Catholic, Protestant, Jewish, and nonprofessing.",S08_set2_a9,Uruguay,hard,medium,What religions are found in Uruguay?
"Roman Catholic, Protestant, Jewish",S08_set2_a9,Uruguay,medium,medium,What religions are found in Uruguay?
"Labeling as ""Natural"" or ""Ecological""",S08_set2_a9,Uruguay,too hard,hard,What has Uruguay done to be competitive in agriculture?
"Use low inputs of labour, technology, and capital, which results in lower yields but also opens the door for Uruguay to market its products as ""natural"" or ""ecological""",S08_set2_a9,Uruguay,too hard,hard,What has Uruguay done to be competitive in agriculture?
Partido Colorado and Partido Blanco,S08_set2_a9,Uruguay,too hard,hard,What are the names of Uruguay's political parties?
Partido Blanco and Partido Colorado,S08_set2_a9,Uruguay,hard,hard,What are the names of Uruguay's political parties?
No,S08_set2_a9,Uruguay,hard,hard,Is Uruguay the smallest soverign nation in South America?
No,S08_set2_a9,Uruguay,hard,hard,Is Uruguay the smallest soverign nation in South America?
Montevideo,S08_set2_a9,Uruguay,medium,,What was founded by the Spanish in the early 18th century as a military stronghold?
(What?),S08_set2_a9,Uruguay,too hard,,What has many possible meanings?
Uruguay exports architectural services to India and Latin America,S08_set2_a9,Uruguay,hard,,How do india and latin america relate?
Its independence,S08_set2_a9,Uruguay,medium,,What did Uruguay win in 1828?
No?,S08_set2_a9,Uruguay,easy,,Is Uruguay very common?
Yes,S08_set2_a9,Uruguay,easy,,Is The climate in Uruguay temperate?
Yes,S08_set2_a9,Uruguay,easy,,Is the main sport in Uruguay football ?
Yes,S08_set2_a9,Uruguay,easy,,"Is Uruguay 's oldest church in San Carlos , Maldonado ?"
Yes,S08_set2_a9,Uruguay,easy,,Is Uruguay a member of the Cairns Group of exporters of agricultural products ?
Yes,S08_set2_a9,Uruguay,easy,,Is it widely considered the most secular nation in Latin America ?
Yes,S08_set2_a9,Uruguay,easy,,"Is it the second smallest independent country in south america , larger only than suriname and the french overseas department of french guiana?"
Yes,S08_set2_a9,Uruguay,easy,,"Is it a constitutional democracy , where the president fulfills the roles of both head of state and head of government?"
no,S08_set3_a8,Woodrow_Wilson,easy,easy,Was Woodrow Wilson the thirtieth President of the United States?
No,S08_set3_a8,Woodrow_Wilson,easy,easy,Was Woodrow Wilson the thirtieth President of the United States?
yes,S08_set3_a8,Woodrow_Wilson,easy,easy,Did Woodrow Wilson create the League of Nations?
Yes,S08_set3_a8,Woodrow_Wilson,easy,easy,Did Woodrow Wilson create the League of Nations?
no,S08_set3_a8,Woodrow_Wilson,easy,easy,Did the U.S. join the League of Nations?
No,S08_set3_a8,Woodrow_Wilson,medium,easy,Did the U.S. join the League of Nations?
Paris,S08_set3_a8,Woodrow_Wilson,medium,medium,Where was the League of Nations created?
Paris,S08_set3_a8,Woodrow_Wilson,medium,medium,Where was the League of Nations created?
"December 28, 1856",S08_set3_a8,Woodrow_Wilson,medium,medium,When was Woodrow Wilson born?
"December 28, 1856",S08_set3_a8,Woodrow_Wilson,medium,medium,When was Woodrow Wilson born?
Grover Cleveland,S08_set3_a8,Woodrow_Wilson,medium,medium,Who was President when Wilson finished Congressional Government?
Grover Cleveland,S08_set3_a8,Woodrow_Wilson,hard,medium,Who was President when Wilson finished Congressional Government?
history and political science,S08_set3_a8,Woodrow_Wilson,hard,hard,What field did Woodrow Wilson leave law practice to study?
Government,S08_set3_a8,Woodrow_Wilson,hard,hard,What field did Woodrow Wilson leave law practice to study?
German began unrestricted submarine warfare,S08_set3_a8,Woodrow_Wilson,hard,hard,What caused Wilson to ask Congress to declare war on the Central Powers?
World War I,S08_set3_a8,Woodrow_Wilson,too hard,hard,What caused Wilson to ask Congress to declare war on the Central Powers?
His confrontation with Andrew Fleming West,S08_set3_a8,Woodrow_Wilson,too hard,hard,What was more damaging than moving students into colleges?
yes,S08_set3_a8,Woodrow_Wilson,easy,easy,Was Wilson a member of the Phi Kappa Psi fraternity?
Totally.\t,S08_set3_a8,Woodrow_Wilson,easy,easy,Was Wilson a member of the Phi Kappa Psi fraternity?
yes,S08_set3_a8,Woodrow_Wilson,easy,easy,Was Wilson an automobile enthusiast?
ouai,S08_set3_a8,Woodrow_Wilson,easy,easy,Was Wilson an automobile enthusiast?
yes,S08_set3_a8,Woodrow_Wilson,easy,easy,Did Wilson's father own slaves?
Yeah,S08_set3_a8,Woodrow_Wilson,easy,easy,Did Wilson's father own slaves?
He was buried in Washington National Cathedral,S08_set3_a8,Woodrow_Wilson,medium,medium,Where is Wilson buried?
Washington National Cathedral,S08_set3_a8,Woodrow_Wilson,medium,medium,Where is Wilson buried?
Wilson attended law school at University of Virginia,S08_set3_a8,Woodrow_Wilson,medium,medium,Where did Wilson attend law school?
University of Virginia,S08_set3_a8,Woodrow_Wilson,medium,medium,Where did Wilson attend law school?
"Woodrow Wilson was born in Staunton, Virginia",S08_set3_a8,Woodrow_Wilson,medium,medium,Where was Woodrow Wilson born?
"Staunton, Virginia",S08_set3_a8,Woodrow_Wilson,medium,medium,Where was Woodrow Wilson born?
no,S08_set3_a8,Woodrow_Wilson,hard,hard,Did Wilson support desegregation?
Not in the slightest.,S08_set3_a8,Woodrow_Wilson,hard,hard,Did Wilson support desegregation?
no,S08_set3_a8,Woodrow_Wilson,hard,hard,Did Wilson support the committee system?
No.,S08_set3_a8,Woodrow_Wilson,hard,hard,Did Wilson support the committee system?
yes,S08_set3_a8,Woodrow_Wilson,hard,hard,Did Wilson have any siblings?
,S08_set3_a8,Woodrow_Wilson,,hard,Did Wilson have any siblings?
His ancestry,S08_set3_a8,Woodrow_Wilson,medium,,What was Scots-Irish and Scottish?
His father,S08_set3_a8,Woodrow_Wilson,medium,,"What defended slavery, owned slaves and S08_set up a Sunday school for them?"
Irish Americans,S08_set3_a8,Woodrow_Wilson,hard,,Who did Wilson win in 1917?
Yes,S08_set3_a8,Woodrow_Wilson,easy,,Was Wilson awarded the 1919 Nobel Peace Prize?
Yes,S08_set3_a8,Woodrow_Wilson,easy,,Was Wilson a remarkably effective writer and thinker?
Wilson,S08_set3_a8,Woodrow_Wilson,too hard,,What lived in Columbia?
Yes,S08_set3_a8,Woodrow_Wilson,easy,,Was Wilson president of the American Political Science Association in 1910 ?
Yes,S08_set3_a8,Woodrow_Wilson,easy,,"Did he not cast his ballot for John M. Palmer , the presidential candidate of the National Democratic Party , or Gold Democrats , a short-lived party that supported a gold standard , low tariffs , and limited government ?"
Yes,S08_set3_a8,Woodrow_Wilson,easy,,Did Wilson not spend 1914 through the beginning of 1917 trying to keep America out of the war in Europe ?
Yes,S08_set3_a8,Woodrow_Wilson,easy,,"Was Wilson , a staunch opponent of antisemitism , sympathetic to the plight of Jews , especially in Poland and in France ?"
"raised billions through Liberty loans, imposed an income tax, S08_set up the War Industries Board, promoted labor union growth, supervised agriculture and food production through the Lever Act, took over control of the railroads, and suppressed anti-war movements",S08_set3_a8,Woodrow_Wilson,medium,,What happened in 1917?
